ID;yyyy;mm;tmax;tmin;af;rain;sun
1252;1957;4;13,5;5,1;1;9,9;168
1253;1957;5;15,4;6,2;0;42,4;205,6
1254;1957;6;22,2;10,1;0;55,7;297,1
1255;1957;7;21,5;13,4;0;85,4;157,9
1256;1957;8;20,4;12,1;0;95,9;170,5
1257;1957;9;16,9;9,7;0;101,5;102,6
1258;1957;10;15,4;7,6;0;52,6;92,9
1259;1957;11;8,8;3,7;3;50,5;76,4
1260;1957;12;7,4;1,6;10;64,4;62,3
1261;1958;1;6,6;1;11;90,2;54,6
1262;1958;2;9;2,3;8;65,4;55,4
1263;1958;3;7,8;0,9;14;34,6;110,7
1264;1958;4;12,1;3,6;6;27,5;145,2
1265;1958;5;16,4;7,9;0;54,4;196
1266;1958;6;19,1;10,7;0;84,2;145,7
1267;1958;7;20,8;12,3;0;63,6;188,1
1268;1958;8;20,2;12,7;0;67,3;119,6
1269;1958;9;19,3;11,8;0;80,3;118
1270;1958;10;14,4;8,1;0;72,5;93,7
1271;1958;11;9,3;4,2;1;76,7;51,8
1272;1958;12;7,4;2,7;4;83,5;29,5
1273;1959;1;4,9;-0,6;20;94,1;85,8
1274;1959;2;7,1;1,3;12;2,2;65,5
1275;1959;3;11,4;4,1;0;86,6;102
1276;1959;4;14,2;6,3;0;52,2;153,8
1277;1959;5;18,3;7,7;0;25,8;228
1278;1959;6;21;10,9;0;25,2;226,3
1279;1959;7;23,9;12,8;0;64,9;272,7
1280;1959;8;23,3;13;0;44;245,6
1281;1959;9;21,8;9,4;0;5,4;213,9
1282;1959;10;17,3;7,8;0;49,1;144,2
1283;1959;11;10,6;3,7;7;44,9;70,6
1284;1959;12;9,2;3,4;2;124;45
1285;1960;1;6,5;1,6;12;82,3;37,8
1286;1960;2;7,5;1,9;6;50,6;82,3
1287;1960;3;9,8;3,9;1;24,9;78
1288;1960;4;14;4,8;3;16,9;164,9
1289;1960;5;17,8;8,8;0;61,4;182,3
1290;1960;6;21,8;11,9;0;111;274,9
1291;1960;7;19,6;11,9;0;110,1;129,7
1292;1960;8;20;11,4;0;50,5;147,1
1293;1960;9;17,8;9,8;0;104,8;122,8
1294;1960;10;13,8;7,9;0;138,6;60,9
1295;1960;11;10,8;4,7;1;106,1;73,4
1296;1960;12;6,6;2,2;2;107,5;54,5
1297;1961;1;6,6;1,8;5;86,1;43,6
1298;1961;2;10,3;4,9;0;53,4;65,1
1299;1961;3;13,6;3,7;3;4,5;173,2
1300;1961;4;14,4;7;0;75,9;86,9
1301;1961;5;16,3;7,2;0;28;225,2
1302;1961;6;20,9;10,2;0;33,9;231,2
1303;1961;7;21,1;11,9;0;54,3;196,5
1304;1961;8;21,1;12;0;59,1;185,7
1305;1961;9;20,4;11,5;0;56,9;135,8
1306;1961;10;15;7,5;1;67,7;118,2
1307;1961;11;9,2;3,1;6;36,9;63,4
1308;1961;12;5,3;-0,3;18;97,8;76,5
1309;1962;1;7,5;1,6;6;94,7;70
1310;1962;2;7,5;1,6;7;10,3;70,6
1311;1962;3;7,3;-0,7;17;32,4;126,3
1312;1962;4;12;4,5;0;50,7;143,3
1313;1962;5;14,8;7;0;38,6;177,5
1314;1962;6;19,8;9,3;0;5,5;280,3
1315;1962;7;20,2;11,8;0;54,6;137,3
1316;1962;8;19,4;11,6;0;96,1;154,5
1317;1962;9;17;9,5;0;115;142,3
1318;1962;10;14,8;6,8;1;29,6;108,8
1319;1962;11;8,3;2,8;7;55,1;32,7
1320;1962;12;4,2;-1,6;17;50,4;72,6
1321;1963;1;-0,2;-5,8;28;27,9;58,9
1322;1963;2;1,7;-3,1;25;10,4;66,4
1323;1963;3;9,8;3,1;5;75,9;85,8
1324;1963;4;13,2;5,7;0;50,4;119,1
1325;1963;5;15,6;6,9;0;43,6;193,4
1326;1963;6;19,9;11;0;65,9;199,4
1327;1963;7;20,4;11,4;0;48;188,2
1328;1963;8;18,7;11,2;0;81,4;142,6
1329;1963;9;17,6;9,7;0;58;129,7
1330;1963;10;14,8;8,4;0;44,4;78,8
1331;1963;11;11,4;6,3;0;115,4;60,4
1332;1963;12;4,9;0;16;18,6;49,8
1333;1964;1;5,6;1,1;9;13;37,2
1334;1964;2;7,4;2,5;7;22,2;57,3
1335;1964;3;7,2;2,1;7;92,6;65,9
1336;1964;4;12,7;5,6;1;59,5;128,5
1337;1964;5;18,6;9,3;0;44,4;190,8
1338;1964;6;18,6;10,7;0;49,3;156,1
1339;1964;7;22;12,7;0;21,2;214,7
1340;1964;8;21,7;11,8;0;14,6;217,7
1341;1964;9;20,6;9,6;0;15,5;210,4
1342;1964;10;13,3;4,9;2;17,5;134,5
1343;1964;11;10,5;5;1;25;55
1344;1964;12;6,8;0,7;13;43,7;51,1
1345;1965;1;6,4;1,2;14;56;83,7
1346;1965;2;5,6;0,5;13;5,8;31,1
1347;1965;3;10,1;1,8;10;44,2;137,7
1348;1965;4;13,1;4,5;2;49,4;141,6
1349;1965;5;16,3;8,4;0;63,8;179,6
1350;1965;6;19,1;10,8;0;53,4;188,7
1351;1965;7;18,5;11;0;90;122,8
1352;1965;8;20,1;11;0;61,7;181,2
1353;1965;9;16,9;9,1;0;75,4;122,9
1354;1965;10;15,2;7;0;12;109,9
1355;1965;11;8;1,9;11;51,2;77,4
1356;1965;12;8,1;2,4;5;95,5;71,9
1357;1966;1;5;0,8;15;30,8;42,5
1358;1966;2;9;4,6;1;74,9;41,5
1359;1966;3;10,7;3,2;3;9,9;121,5
1360;1966;4;11,1;5;3;81,7;81,5
1361;1966;5;16,3;7,2;0;54;234,9
1362;1966;6;20,8;11,3;0;56,6;199
1363;1966;7;19,8;11,7;0;80,9;149,7
1364;1966;8;19,9;11,1;0;78,8;188,6
1365;1966;9;18,5;10,3;0;52,5;168
1366;1966;10;14,2;7,9;0;122,7;90,4
1367;1966;11;8,3;2,9;4;28;61
1368;1966;12;9,1;3;2;80,4;41,7
1369;1967;1;7,2;2,6;8;35,5;64,2
1370;1967;2;8,9;2,9;5;64,3;88,2
1371;1967;3;11,1;4,2;1;30,7;174,6
1372;1967;4;12;4,7;1;40,4;130,8
1373;1967;5;15,6;7,5;0;85,6;184,2
1374;1967;6;19,5;9,9;0;49,3;232
1375;1967;7;22,7;13,1;0;76,6;234,4
1376;1967;8;20,7;12,3;0;44;167,1
1377;1967;9;17,7;10,9;0;59,4;116,5
1378;1967;10;14,2;8,8;0;121,7;95,1
1379;1967;11;8,9;3;5;29,2;69,2
1380;1967;12;7,1;2;12;63,3;70,6
1381;1968;1;7,3;2;8;57,9;50
1382;1968;2;4,7;-0,1;16;26,8;54
1383;1968;3;10,8;3,6;5;19,5;148,5
1384;1968;4;13;4,4;6;46,1;184,5
1385;1968;5;14,5;6,7;0;66,2;155
1386;1968;6;19,9;11,4;0;69,2;206,6
1387;1968;7;19,7;12;0;141,6;136,2
1388;1968;8;19,4;12,3;0;91,7;124
1389;1968;9;18;11,1;0;108,3;114,9
1390;1968;10;15,8;10,6;0;67,7;66,5
1391;1968;11;8,9;4,6;3;54,5;47,9
1392;1968;12;5,1;1,1;11;63,6;35,9
1393;1969;1;8,6;3,6;6;74,9;40
1394;1969;2;4,2;-0,9;16;39,9;78,1
1395;1969;3;7,3;1,1;8;48,3;70,5
1396;1969;4;13,1;3,7;5;37;221,3
1397;1969;5;16,4;8,3;0;88,8;161,9
1398;1969;6;19,9;9,5;0;20,7;276,9
1399;1969;7;23,2;13,1;0;49;243,8
1400;1969;8;21,3;13,2;0;87,9;157,5
1401;1969;9;17,7;10,8;0;32,8;97,4
1402;1969;10;16,7;9,9;0;5;112
1403;1969;11;9;3,2;5;52;84,6
1404;1969;12;6;1,2;9;72,9;35,6
1405;1970;1;6,6;1,9;10;66,6;34,5
1406;1970;2;6,6;0,6;11;49,2;115,9
1407;1970;3;7,6;0,6;12;45,8;120,8
1408;1970;4;11,3;3,8;3;75,9;132,7
1409;1970;5;18,8;8,7;0;22,9;224,8
1410;1970;6;22,4;11,6;0;43;270,9
1411;1970;7;20,4;11,9;0;42,3;192,4
1412;1970;8;21;12,2;0;51,9;185,6
1413;1970;9;19,4;11,2;0;40,3;157,3
1414;1970;10;15;7,4;0;19,5;106,2
1415;1970;11;11,4;5,6;1;150,3;64,7
1416;1970;12;6,7;1,8;13;33,9;43,8
1417;1971;1;7,2;2,5;7;105,3;42,1
1418;1971;2;7,9;1,5;8;22,1;69,5
1419;1971;3;8,7;2,2;8;42,9;106
1420;1971;4;12;4,3;1;44,8;122,9
1421;1971;5;17,3;7,4;0;46,3;228,9
1422;1971;6;16,7;9,4;0;135,8;143,5
1423;1971;7;23,2;13,1;0;37,3;259,3
1424;1971;8;20,3;12,7;0;133,2;134,2
1425;1971;9;19,5;9,8;0;13,4;166,5
1426;1971;10;15,8;7,4;0;74,2;135,2
1427;1971;11;9,8;3;7;61,3;102
1428;1971;12;8,7;4,6;3;24;29,8
1429;1972;1;6,4;2;6;60,5;41,8
1430;1972;2;7;2,5;1;50,8;27,3
1431;1972;3;11,8;2,8;4;63,2;144
1432;1972;4;12,2;5,4;0;45,8;117,6
1433;1972;5;15,1;7,4;0;49,8;141,9
1434;1972;6;16,6;8,8;0;55,8;150,4
1435;1972;7;21;11,8;0;23,3;168,7
1436;1972;8;20,7;11,6;0;29,8;160,9
1437;1972;9;16,5;8,3;0;31;129,1
1438;1972;10;14,8;7,4;0;25,9;91,6
1439;1972;11;9,5;3,8;7;65,8;80,6
1440;1972;12;8,7;3,5;2;74;47,6
1441;1973;1;6,8;2,1;10;24,4;38,8
1442;1973;2;7,7;1,3;11;15;74,1
1443;1973;3;11;2,1;4;10,8;150,7
1444;1973;4;12,1;4,2;2;42,4;167,7
1445;1973;5;16,2;8,1;0;71,2;168
1446;1973;6;20,9;10,9;0;109,3;249,5
1447;1973;7;20,8;12,2;0;60;171,1
1448;1973;8;22,5;12,8;0;28,8;192
1449;1973;9;19,7;11;0;32,7;153,9
1450;1973;10;12,8;5,5;1;40,8;95,1
1451;1973;11;9,8;3,2;10;28,3;89,1
1452;1973;12;8,3;2,3;8;30,9;62,9
1453;1974;1;9,3;3,6;3;65;56,3
1454;1974;2;8,7;3,1;4;77,7;58,3
1455;1974;3;9,3;2,4;6;36,7;101,7
1456;1974;4;13;3,8;0;4,2;142,1
1457;1974;5;16,1;6,8;0;31,6;191,4
1458;1974;6;19,1;10,1;0;78,7;206,2
1459;1974;7;20,1;12,2;0;41,7;187,8
1460;1974;8;20,6;11,3;0;97,2;198,7
1461;1974;9;16,5;9,1;0;156,1;146,5
1462;1974;10;11;4,9;1;66,4;105,4
1463;1974;11;10,1;5;0;95,1;52,9
1464;1974;12;10,6;5,9;0;33,4;58,8
1465;1975;1;9,8;4,6;1;69,4;44,7
1466;1975;2;7,9;1,8;4;29,7;57,8
1467;1975;3;7,8;2,5;6;95,2;72,7
1468;1975;4;12,8;5,3;4;46,9;131,4
1469;1975;5;14,3;6,4;0;49;159,1
1470;1975;6;21,5;9,4;0;18;301
1471;1975;7;23,8;13,4;0;34,1;242,4
1472;1975;8;25,1;14,1;0;30,2;218,6
1473;1975;9;18,7;9,9;0;95,3;147
1474;1975;10;14,2;6,5;1;11;120,7
1475;1975;11;9,8;2,5;7;37,9;85,1
1476;1975;12;7,5;1,7;10;21,7;34,4
1477;1976;1;8,5;3,4;8;18,9;70,3
1478;1976;2;7,5;2,3;8;18,8;42,6
1479;1976;3;9;1,7;11;16;107,8
1480;1976;4;12,9;4,1;4;8,1;148,7
1481;1976;5;17,8;8,3;0;44,2;172
1482;1976;6;24,4;12,6;0;17,1;261,4
1483;1976;7;25,9;13,2;0;14,3;254,2
1484;1976;8;24,4;11,4;0;23,9;257,4
1485;1976;9;18,1;10,5;0;90,7;118,2
1486;1976;10;14,1;8,3;0;99,5;43,6
1487;1976;11;9,2;3,4;5;55,9;54,1
1488;1976;12;4,6;-0,4;13;101,8;58,6
1489;1977;1;5,4;0,7;11;75,9;35,4
1490;1977;2;8,9;3,3;4;114,4;74,4
1491;1977;3;10,5;4,3;4;59,8;87,2
1492;1977;4;11,6;3,8;4;40,7;157,9
1493;1977;5;15,7;6,1;0;43,1;217,5
1494;1977;6;16,7;8,5;0;86,9;123,2
1495;1977;7;21;12;0;5,8;193,6
1496;1977;8;19,7;12,2;0;129;123,4
1497;1977;9;17,5;10,4;0;7,8;101,8
1498;1977;10;15,4;8,3;0;32,8;107,3
1499;1977;11;9,6;3,8;7;46,6;102,4
1500;1977;12;8,9;3,9;2;67,8;45,2
1501;1978;1;6,2;0,7;11;68,2;53,6
1502;1978;2;5,5;0,4;15;45,6;58,9
1503;1978;3;10,8;3,3;3;52,3;128,1
1504;1978;4;10,2;3,3;5;45,2;113,6
1505;1978;5;17;7,1;0;48,5;202,8
1506;1978;6;19,1;9,6;0;39,9;171,7
1507;1978;7;20;11,5;0;82,4;146,4
1508;1978;8;20,2;11,4;0;32,6;157,4
1509;1978;9;19,1;10,6;0;24,4;159,3
1510;1978;10;16,2;8,1;0;5,4;87,5
1511;1978;11;11,6;5,5;5;22,8;77,3
1512;1978;12;7,1;2,2;12;109,5;34,3
1513;1979;1;3,2;-3,1;23;56,8;72
1514;1979;2;3,8;-0,9;18;56,2;67,3
1515;1979;3;8,4;2,1;2;110,3;92,9
1516;1979;4;12,3;4,8;3;38,9;126,4
1517;1979;5;15,2;6,8;2;124,8;190,9
1518;1979;6;19;10,7;0;43,6;166,6
1519;1979;7;22,5;13;0;16,6;192,2
1520;1979;8;20,3;11,7;0;60,8;167,4
1521;1979;9;18,6;9,6;0;17;171
1522;1979;10;15,5;8;0;59,8;117
1523;1979;11;10,5;3,9;4;39,4;70
1524;1979;12;8,9;3,8;3;127,7;59,7
1525;1980;1;5,3;-0,3;15;36,7;84
1526;1980;2;9,5;3,2;5;39,8;58,8
1527;1980;3;8,5;2,3;7;69,8;86,7
1528;1980;4;13,7;4,9;0;14,1;165,4
1529;1980;5;16,6;6,3;1;35,5;228,7
1530;1980;6;19;10,7;0;89,4;186,7
1531;1980;7;19,7;11,2;0;59,5;168,9
1532;1980;8;21,2;12,8;0;63,6;169
1533;1980;9;19,2;12,2;0;65,6;136,4
1534;1980;10;13;6;0;84,9;111,8
1535;1980;11;9,1;4,4;3;42,5;61,4
1536;1980;12;8,5;2,9;7;32,9;64,4
1537;1981;1;7,3;2,4;8;39,2;50,9
1538;1981;2;6,2;0,2;15;20,9;75,3
1539;1981;3;11,1;6,4;0;129,7;57,8
1540;1981;4;12;4,4;2;43,9;110,4
1541;1981;5;15,7;8,2;0;87,7;98,3
1542;1981;6;18,1;10,4;0;26,1;122,8
1543;1981;7;21,3;12,3;0;34;129
1544;1981;8;22,2;12,7;0;38,8;199,8
1545;1981;9;19,8;11;0;92,5;157,3
1546;1981;10;12,3;5,7;1;64,7;101,9
1547;1981;11;10,8;4,9;2;31,4;43,7
1548;1981;12;3,6;-2;18;74;57,5
1549;1982;1;5,5;-0,1;13;57,2;55
1550;1982;2;7,9;2,7;5;32;33,8
1551;1982;3;10,3;2,9;2;96,2;144,7
1552;1982;4;13,8;4,9;0;27,4;164,4
1553;1982;5;17,5;7,2;1;35,9;187,2
1554;1982;6;21,3;12,7;0;69,4;148,4
1555;1982;7;22;12,8;0;23,5;151,4
1556;1982;8;21,2;12,9;0;37,9;159,8
1557;1982;9;20,1;10,6;0;51,9;141
1558;1982;10;13,6;7,8;0;83,4;66,3
1559;1982;11;10,8;6,1;4;77,3;68,5
1560;1982;12;7,7;1,9;9;62,4;60,4
1561;1983;1;9,8;4,7;2;45,7;54,9
1562;1983;2;4,8;-0,7;17;23,8;74
1563;1983;3;10,3;3,3;4;42,5;89,5
1564;1983;4;11,8;3,7;2;89,5;150,5
1565;1983;5;14,8;7,8;0;106,3;126,8
1566;1983;6;19,6;11;0;19,4;180,3
1567;1983;7;26,8;15,4;0;21,7;257,5
1568;1983;8;23,5;13,3;0;24;214,5
1569;1983;9;18;11,1;0;59,4;92,4
1570;1983;10;14,3;7,7;1;53;119,7
1571;1983;11;10,4;5,2;6;42,6;44,3
1572;1983;12;8,7;3,2;8;49,8;62,9
1573;1984;1;7,5;1,5;7;81,5;86,1
1574;1984;2;6,4;1;7;35,4;66
1575;1984;3;8,2;2,4;1;50,3;48,8
1576;1984;4;13,9;3,4;5;1,6;236,8
1577;1984;5;14,5;6;0;72;143,4
1578;1984;6;20,8;10,8;0;30;244,3
1579;1984;7;23,9;12,2;0;13,6;249,4
1580;1984;8;23,6;13,6;0;32,7;199,8
1581;1984;9;17,9;11,2;0;91,1;99,6
1582;1984;10;15;8,6;1;54,4;88,6
1583;1984;11;11,3;6;0;101,6;53,8
1584;1984;12;8,3;2,7;8;44,5;57,6
1585;1985;1;3,9;-1,9;22;44,4;51,1
1586;1985;2;5,5;-0,8;15;34,7;78
1587;1985;3;8,9;1,4;10;36,7;112,4
1588;1985;4;13,1;5,1;3;32,7;138,3
1589;1985;5;15,7;7,3;0;80,5;178,3
1590;1985;6;17,5;9;0;122,5;165
1591;1985;7;21,6;12,7;0;45,8;216
1592;1985;8;19;12,1;0;67;164,9
1593;1985;9;19,4;11,2;0;19,4;143,3
1594;1985;10;14,5;7,9;0;29,1;100,8
1595;1985;11;7,4;1,7;10;41,1;86,1
1596;1985;12;9,4;5,1;5;108,1;44,2
1597;1986;1;6,7;1,1;9;67,3;76,4
1598;1986;2;1;-4,1;24;7,3;71,2
1599;1986;3;9,2;2,1;4;58;127,3
1600;1986;4;10,2;3,1;2;70,4;139,6
1601;1986;5;15,7;8;0;70,7;205,6
1602;1986;6;20,6;10,5;0;22,3;222,7
1603;1986;7;21,5;12,8;0;37,1;201,2
1604;1986;8;18,4;11;0;114,3;147
1605;1986;9;16,6;7,5;0;39;171,6
1606;1986;10;15,3;7,8;0;75,1;119,7
1607;1986;11;11,4;5,4;0;78,4;77,9
1608;1986;12;9,2;3,8;1;64,2;64,8
1609;1987;1;3;-1,4;20;9,9;68,8
1610;1987;2;7,1;1;13;34;67,8
1611;1987;3;8,2;1,5;13;53,9;111,6
1612;1987;4;15,2;6,6;0;51,4;158,7
1613;1987;5;15,2;6,5;0;48,7;168,7
1614;1987;6;17,8;10,4;0;86;129,3
1615;1987;7;21,2;12,7;0;29,3;179,4
1616;1987;8;21;12,5;0;34;158,2
1617;1987;9;18,6;10,9;0;25,4;132,3
1618;1987;10;14;6,7;1;138,8;109,5
1619;1987;11;9;4,3;2;58,2;43,9
1620;1987;12;8;3,7;7;26;42,9
1621;1988;1;8,1;3,3;4;100;47,7
1622;1988;2;8,1;2,3;5;33,8;103,7
1623;1988;3;10,2;3,8;4;59,1;85,2
1624;1988;4;12,6;4,6;3;30,2;132
1625;1988;5;17,1;7,8;0;32;178,1
1626;1988;6;18,7;10,3;0;59,6;142,3
1627;1988;7;18,9;11,6;0;96,5;138,8
1628;1988;8;20,4;11,9;0;38,8;178,8
1629;1988;9;17,9;10,4;0;39,6;136,9
1630;1988;10;14,5;8;2;38,6;120
1631;1988;11;9,1;1,6;15;29,5;91,4
1632;1988;12;10,1;5,4;0;13,4;46,7
1633;1989;1;9,1;3,6;5;33,4;68,2
1634;1989;2;9,9;3;4;55,1;107
1635;1989;3;12;4,6;1;47;100,9
1636;1989;4;11;3,6;1;63,8;133,9
1637;1989;5;19,7;8,6;0;29,2;300,8
1638;1989;6;20,8;10,5;0;45,9;244,4
1639;1989;7;24,9;14;0;29,4;280,4
1640;1989;8;23,4;12,4;0;43,3;269,5
1641;1989;9;19,9;11,9;0;23,8;141,6
1642;1989;10;15,9;8,9;0;53,9;90,8
1643;1989;11;9,8;3,2;7;32,5;104,1
1644;1989;12;8,2;3,3;4;141,5;26,5
1645;1990;1;10;4,5;1;75;58,3
1646;1990;2;11,3;5,3;0;94,2;95,7
1647;1990;3;12,7;5;2;18,4;144,1
1648;1990;4;13,7;3,3;5;20,4;234,4
1649;1990;5;19,2;7,8;0;8,7;285
1650;1990;6;18,2;10,7;0;48,8;121,1
1651;1990;7;23,8;12,2;0;17,7;268,5
1652;1990;8;24,7;14;0;26,5;236,6
1653;1990;9;18,7;9,4;0;41,1;164,7
1654;1990;10;15,8;9,3;0;45,9;124,4
1655;1990;11;9,8;4,3;1;20;83,7
1656;1990;12;6,9;1,7;10;56,3;58,8
1657;1991;1;6,4;1,2;8;60,9;66,9
1658;1991;2;4,7;-1,6;18;20,5;60
1659;1991;3;11,5;5,1;2;46,1;87,2
1660;1991;4;12,2;4,6;1;56,3;156,6
1661;1991;5;15,3;7,4;0;8,6;142,9
1662;1991;6;16,8;9;0;74,8;150
1663;1991;7;22,2;13,7;0;92,8;217,3
1664;1991;8;23,2;13,3;0;11,6;241,4
1665;1991;9;20,2;10,6;0;42,9;165,4
1666;1991;10;13,4;7,3;0;34,2;79,4
1667;1991;11;9,9;4,5;2;62,2;57,4
1668;1991;12;7;1,6;11;15,9;58,4
1669;1992;1;5,9;1,5;12;30,4;46,8
1670;1992;2;8,9;2,1;8;22;67,3
1671;1992;3;11;4,8;1;47,7;73,3
1672;1992;4;13,2;5,6;2;57,7;139,2
1673;1992;5;19,7;9,1;0;62,2;262,7
1674;1992;6;21,4;11,7;0;43,4;212,2
1675;1992;7;21,1;13,5;0;70,1;164
1676;1992;8;20,3;12,8;0;108,9;173,6
1677;1992;9;17,6;10,8;0;106,9;120,2
1678;1992;10;11,2;5,2;2;75,7;101,3
1679;1992;11;10,9;4,7;0;119,9;61,5
1680;1992;12;6,4;1,3;11;50,7;47,2
1681;1993;1;9,6;3,5;5;82,4;38
1682;1993;2;7,1;2,4;4;7,1;54,7
1683;1993;3;11;3,9;3;32,7;135
1684;1993;4;13,2;6,6;0;69,2;111,9
1685;1993;5;16,6;8;0;56,6;196,7
1686;1993;6;20,7;11,5;0;40,1;231,4
1687;1993;7;20,8;12,3;0;51,3;190
1688;1993;8;20,5;11,1;0;26,7;238,3
1689;1993;9;16,7;9,3;0;96,1;107,7
1690;1993;10;11,9;6;3;112,4;120
1691;1993;11;8;2,6;8;51;76,3
1692;1993;12;8,7;3,4;4;98;55
1693;1994;1;8,5;3,3;2;82,2;87
1694;1994;2;6,7;1,3;8;62,4;77,6
1695;1994;3;11,7;5,3;0;41,9;127,6
1696;1994;4;12,5;5,1;0;52;177,7
1697;1994;5;15,3;7,6;0;84,5;162,1
1698;1994;6;20,6;11;0;13,5;254,9
1699;1994;7;24,8;13,8;0;54,2;248,3
1700;1994;8;21,1;13;0;52,5;191,8
1701;1994;9;16,6;10,4;0;62,6;113,1
1702;1994;10;14,1;6,9;0;67,4;137,5
1703;1994;11;12,7;8,4;0;55,7;46,7
1704;1994;12;9,6;3,9;5;74,6;68,2
1705;1995;1;8,5;2,2;7;116,3;61,8
1706;1995;2;10,4;4,4;1;66;74,9
1707;1995;3;10,5;2;6;49,3;198,7
1708;1995;4;14,3;5,4;3;18,9;190,1
1709;1995;5;17,8;7,8;0;54,1;233,5
1710;1995;6;20;10,4;0;6,6;194,4
1711;1995;7;25,1;13,9;0;37,8;247,6
1712;1995;8;26,4;13,9;0;4,4;285,1
1713;1995;9;18,3;10,3;0;98,8;135,3
1714;1995;10;17,3;10,3;0;33,2;139,9
1715;1995;11;11,3;5,2;5;98,2;78,1
1716;1995;12;4,6;0,2;15;99,8;40,9
1717;1996;1;6,6;3,1;7;35,5;29,3
1718;1996;2;6,2;-0,1;17;60,8;103,4
1719;1996;3;8,4;1,8;9;27,1;76,4
1720;1996;4;13,8;4,8;5;49,3;148,3
1721;1996;5;14,1;5,6;1;35,7;185,7
1722;1996;6;21,2;10,2;0;23,7;290,7
1723;1996;7;23,3;12,7;0;25,5;256,6
1724;1996;8;22,4;12,5;0;53,1;211,6
1725;1996;9;18,4;10,3;0;16,1;125,3
1726;1996;10;15,8;8,6;0;33;130,8
1727;1996;11;9,6;2,9;10;81,6;101
1728;1996;12;5,5;0,9;13;16,2;55,5
1729;1997;1;5,1;-0,2;16;11,9;51,4
1730;1997;2;10,4;4,2;3;76,5;64,2
1731;1997;3;13,3;5,5;0;7,2;150,2
1732;1997;4;14,5;4,9;2;17,5;189,9
1733;1997;5;17,4;7,4;1;61,2;261,4
1734;1997;6;18,9;11,3;0;66,7;137,1
1735;1997;7;22,8;12,9;0;25,4;231,7
1736;1997;8;24,9;15,7;0;104,2;172
1737;1997;9;19,7;10,7;0;18,5;169,7
1738;1997;10;14,9;6,6;6;57,2;153,8
1739;1997;11;11,7;6,1;1;94,6;47,1
1740;1997;12;9;3,6;6;58,7;55,7
1741;1998;1;8,3;2,9;9;60;64
1742;1998;2;11,5;4,1;4;8,7;113
1743;1998;3;11,8;5,4;1;57,4;77,5
1744;1998;4;11,9;5,1;1;107,7;105,8
1745;1998;5;18,7;9,1;0;20,9;199,8
1746;1998;6;19,1;11,5;0;75,9;114
1747;1998;7;21;12,4;0;29,5;157
1748;1998;8;22,4;11,9;0;26,8;225
1749;1998;9;19,6;11,8;0;119,4;133,8
1750;1998;10;14,4;8,2;0;116,4;94,5
1751;1998;11;9,3;2,2;7;69,9;66,3
1752;1998;12;9,4;3,2;8;72,7;38,1
1753;1999;1;9;3,4;4;91,9;51,1
1754;1999;2;8,6;2,9;5;32,9;81,3
1755;1999;3;11,6;4,8;1;28,8;97,4
1756;1999;4;14,3;6,1;2;57,6;147,6
1757;1999;5;18,2;9,7;0;50,9;153,6
1758;1999;6;19,7;10,1;0;65,3;202,1
1759;1999;7;24,2;13,3;0;7,2;235,4
1760;1999;8;21,6;12,9;0;98,3;159,2
1761;1999;9;20,8;12,4;0;102,1;155,2
1762;1999;10;15,1;7,1;0;70,8;144,8
1763;1999;11;10,8;5,3;0;41,1;81,1
1764;1999;12;8,3;1,7;9;89,8;60,9
1765;2000;1;8,1;2;9;19,8;82,1
1766;2000;2;10,2;3,8;3;78,3;104,9
1767;2000;3;11,7;4,2;2;11,9;112,6
1768;2000;4;12,4;4,8;2;137,2;143,4
1769;2000;5;17,2;8,6;0;67,7;189,8
1770;2000;6;20,5;12,2;0;19,4;164,6
1771;2000;7;20,8;12,3;0;28,5;161,2
1772;2000;8;22,7;13,3;0;58,3;209,4
1773;2000;9;19,2;12,1;0;87,2;126,1
1774;2000;10;14,3;8,2;0;119,5;83,9
1775;2000;11;10,6;4,8;0;99,1;69,2
1776;2000;12;8,6;4,2;7;99,8;51,9
1777;2001;1;6,4;1,2;13;57,4;83,3
1778;2001;2;8,8;2;10;68,6;85
1779;2001;3;9;3,1;5;75,1;74,1
1780;2001;4;12,9;4,8;0;72,7;148,2
1781;2001;5;18,5;7,9;0;35,5;198,3
1782;2001;6;20,7;10,6;0;23,1;226,8
1783;2001;7;23,4;13,4;0;57,2;206,1
1784;2001;8;22,7;12,9;0;92;184,1
1785;2001;9;17,9;10,5;0;35;123
1786;2001;10;17;11,1;0;92,4;100,9
1787;2001;11;11,2;3,9;5;38,5;86,9
1788;2001;12;6,8;0,2;17;29,5;79,2
1789;2002;1;9,2;3,4;5;57,4;44,4
1790;2002;2;11,1;4,4;3;70,9;80,5
1791;2002;3;12,4;4,6;3;33;101,1
1792;2002;4;15,2;5,2;0;43;210
1793;2002;5;16,8;8,4;0;58,3;177,5
1794;2002;6;20;10,3;0;42,4;163,3
1795;2002;7;22,1;12;0;89,6;178,8
1796;2002;8;22,8;12,9;0;53,2;166,2
1797;2002;9;19,7;10;0;24,8;167,1
1798;2002;10;14,8;7,1;1;109,4;104,8
1799;2002;11;11,8;6,4;0;133,4;52,3
1800;2002;12;8,9;4,1;4;98,1;41,3
1801;2003;1;7,6;1,8;11;81,4;87,7
1802;2003;2;8,4;0,6;15;17,3;94,4
1803;2003;3;13,3;2,7;8;25,2;154,8
1804;2003;4;15,3;4,6;5;36,8;169,8
1805;2003;5;17,5;8,1;0;48,1;191,2
